_stopped_line,_level,_lost_level,_error,_game_error_reason,_help_predicted_value,_code,_game_progression,_date,_duration,_execution_speed_changed,_extra_lines_number,_type,_id,_help_prediction_confidence,_game_time,_object_id,_student,_execution_speed_multiplier
,"[""Level 3""]",,,,,,,2024-10-01T12:15:59.474+02:00,PT4.016S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcd824c323c03dfa7ae6b,,PT607S,https://py-rates.org/xAPI/activities/contents/var-creation,5p4fx4Y,
,"[""Level 3""]",,,,,,,2024-10-01T12:15:59.474+02:00,PT6.3S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcd824c323c03dfa7ae6c,,PT609S,https://py-rates.org/xAPI/activities/contents/var-usage,5p4fx4Y,
,"[""Level 3""]",,,,,,,2024-10-01T12:15:59.474+02:00,PT16.649S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcd824c323c03dfa7ae70,,PT619S,https://py-rates.org/xAPI/activities/contents/var-modification,5p4fx4Y,
,"[""Level 5""]",,,,,,,2024-10-01T12:15:56.044+02:00,PT3.333S,,,https://py-rates.org/xAPI/verbs/consulted,66fbce66456b8e03f1ab6fbf,,PT214S,https://py-rates.org/xAPI/activities/contents/condi-2bran,jN7VfTE,
,"[""Level 5""]",,,,,,,2024-10-01T12:15:56.044+02:00,PT20.216S,,,https://py-rates.org/xAPI/verbs/consulted,66fbce66456b8e03f1ab6fc0,,PT231S,https://py-rates.org/xAPI/activities/contents/condi-3bran,jN7VfTE,
,"[""Level 3""]",,,,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
for _ in range(2):
	avancer()
",20,2024-10-01T12:15:54.431+02:00,PT6.277S,,,https://py-rates.org/xAPI/verbs/launched,66fbcf0d456b8e03f1ab70b4,,PT967S,https://py-rates.org/xAPI/activities/programs/fully-executed,ec7hfL8,3
,"[""Level 5""]",,,,,,,2024-10-01T12:15:53.605+02:00,,,,https://py-rates.org/xAPI/verbs/resumed,66fbcc434c323c03dfa7add9,,,https://py-rates.org/xAPI/activities/levels/level5,jN7VfTE,
,"[""Level 4""]",,,,,,,2024-10-01T12:15:53.476+02:00,,,,https://py-rates.org/xAPI/verbs/leaved,66fbcc434c323c03dfa7add8,,,https://py-rates.org/xAPI/activities/levels/level4,jN7VfTE,
,"[""Level 4""]",,,,,"avancer()
lire_chaine()
ma_var = lire_chaine()
for _ in range(5):
    ma_var = lire_chaine()
if ma_var == ""gau"" :
	gauche()
	avancer()
else:
	droite()
	avancer()
	avancer()",10,2024-10-01T12:15:51.019+02:00,PT4.16S,,,https://py-rates.org/xAPI/verbs/launched,66fbcf124c323c03dfa7affd,,PT1223S,https://py-rates.org/xAPI/activities/programs/fully-executed,FPu7xpq,3
,"[""Level 4""]",,Ligne 3 : Impossible de lire un message à cet emplacement,read-message-location,,"for _ in range(5):
	avancer()
	lire_chaine()
	message = lire_chaine()
	",,2024-10-01T12:15:48.169+02:00,PT2.239S,,,https://py-rates.org/xAPI/verbs/launched,66fbcceb456b8e03f1ab6efd,,PT219S,https://py-rates.org/xAPI/activities/programs/game-error,KithBLH,3
,"[""Level 4""]",,,,,,,2024-10-01T12:15:48.077+02:00,PT3.75S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcc434c323c03dfa7add5,,PT8S,https://py-rates.org/xAPI/activities/contents/var-modification,jN7VfTE,
,"[""Level 4""]",,,,,,,2024-10-01T12:15:45.661+02:00,PT6.166S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcc434c323c03dfa7add7,,PT8S,https://py-rates.org/xAPI/activities/contents/var-type,jN7VfTE,
,"[""Level 3""]",,Ligne 7 : Impossible de lire un message à cet emplacement,read-message-location,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
avancer()
ma_var = lire_nombre()
sauter_hauteur(ma_var)

",,2024-10-01T12:15:45.369+02:00,PT6.919S,,,https://py-rates.org/xAPI/verbs/launched,66fbcda8456b8e03f1ab6faf,,PT1344S,https://py-rates.org/xAPI/activities/programs/game-error,RC1k6P6,3
,"[""Level 3""]",,,,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
lire_nombre()
ma_var = lire_nombre()",24,2024-10-01T12:15:45.092+02:00,PT7.086S,,,https://py-rates.org/xAPI/verbs/launched,66fbcd824c323c03dfa7ae6a,,PT596S,https://py-rates.org/xAPI/activities/programs/fully-executed,5p4fx4Y,3
,"[""Level 4""]",,,,,,,2024-10-01T12:15:44.944+02:00,PT6.883S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcc434c323c03dfa7add6,,PT8S,https://py-rates.org/xAPI/activities/contents/var-usage,jN7VfTE,
,"[""Level 4""]",,,,,,,2024-10-01T12:15:43.285+02:00,,,,https://py-rates.org/xAPI/verbs/restarted,66fbcc39456b8e03f1ab6eef,,,https://py-rates.org/xAPI/activities/levels/level4,jN7VfTE,
,"[""Level 5""]",,,,,,,2024-10-01T12:15:43.075+02:00,,,,https://py-rates.org/xAPI/verbs/leaved,66fbcc39456b8e03f1ab6eee,,,https://py-rates.org/xAPI/activities/levels/level5,jN7VfTE,
,"[""Level 3""]",,,,,,,2024-10-01T12:15:42.610+02:00,PT24.649S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcefd4c323c03dfa7af09,,PT495S,https://py-rates.org/xAPI/activities/contents/var-modification,ZL2TGp4,
,"[""Level 3""]",,,,,lire_nombre(),,2024-10-01T12:15:42.574+02:00,,,,https://py-rates.org/xAPI/verbs/pasted,66fbcd824c323c03dfa7ae69,,PT587S,https://py-rates.org/xAPI/activities/properties/copied-text,5p4fx4Y,
,"[""Level 4""]",,Ligne 5 : La fonction gauche ne prend pas de paramètre.,function_parameters,,"for _ in range(5):
	avancer()
	lire_chaine()
	message = lire_chaine()
	gauche(message)
	droite(message)",,2024-10-01T12:15:38.586+02:00,PT1.48S,,,https://py-rates.org/xAPI/verbs/launched,66fbcceb456b8e03f1ab6efc,,PT208S,https://py-rates.org/xAPI/activities/programs/game-error,KithBLH,3
,"[""Level 3""]",,,,,lire_nombre(),,2024-10-01T12:15:36.456+02:00,,,,https://py-rates.org/xAPI/verbs/pasted,66fbcd824c323c03dfa7ae68,,PT580S,https://py-rates.org/xAPI/activities/properties/copied-text,5p4fx4Y,
,"[""Level 3""]",,"Ligne 8 : Impossible d'avancer vers cet emplacement",walk-location,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
for _ in range(2): avancer()
lire_nombre()
avancer()
sauter_hauteur(5)
avancer()

	
	",,2024-10-01T12:15:33.369+02:00,PT9.382S,,,https://py-rates.org/xAPI/verbs/launched,66fbcf01456b8e03f1ab7061,,PT1229S,https://py-rates.org/xAPI/activities/programs/game-error,CCEnqrs,3
,"[""Level 3""]",,,,,lire_nombre(),,2024-10-01T12:15:32.941+02:00,,,,https://py-rates.org/xAPI/verbs/copied,66fbcd824c323c03dfa7ae67,,PT577S,https://py-rates.org/xAPI/activities/contents/control-functions,5p4fx4Y,
,"[""Level 4""]",,"Ligne 9 : Le 'else' ne doit pas être décalé (indentation).",,,"avancer()
lire_chaine()
ma_var = lire_chaine()
for _ in range(5):
    ma_var = lire_chaine()
if ma_var == ""gau"" :
	gauche()
	avancer()
    else:
	droite()
	avancer()
	avancer()",,2024-10-01T12:15:32.941+02:00,PT0.019S,,,https://py-rates.org/xAPI/verbs/launched,66fbcf124c323c03dfa7affc,,PT1201S,https://py-rates.org/xAPI/activities/programs/syntactic-error,FPu7xpq,3
,"[""Level 3""]",,,,,,,2024-10-01T12:15:29.626+02:00,,,,https://py-rates.org/xAPI/verbs/restarted,66fbcc2b4c323c03dfa7add4,,,https://py-rates.org/xAPI/activities/levels/level3,Tb7cjXu,
,"[""Level 4""]",,,,,,,2024-10-01T12:15:29.472+02:00,,,,https://py-rates.org/xAPI/verbs/leaved,66fbcc2b4c323c03dfa7add3,,,https://py-rates.org/xAPI/activities/levels/level4,Tb7cjXu,
,"[""Level 4""]",,"Ligne 5 : Le nom 'gau' n'est pas défini",,,"for _ in range(5):
	avancer()
	lire_chaine()
	message = lire_chaine()
	gau(message)
	droi(message)",,2024-10-01T12:15:27.999+02:00,PT1.415S,,,https://py-rates.org/xAPI/verbs/launched,66fbcceb456b8e03f1ab6efb,,PT198S,https://py-rates.org/xAPI/activities/programs/syntactic-error,KithBLH,3
,"[""Level 3""]",,,,,,,2024-10-01T12:15:27.845+02:00,PT39.415S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcefd4c323c03dfa7af0b,,PT495S,https://py-rates.org/xAPI/activities/contents/var-type,ZL2TGp4,
,"[""Level 5""]",,,,,,,2024-10-01T12:15:24.779+02:00,,,,https://py-rates.org/xAPI/verbs/resumed,66fbcc26456b8e03f1ab6eed,,,https://py-rates.org/xAPI/activities/levels/level5,jN7VfTE,
,"[""Level 4""]",,,,,,,2024-10-01T12:15:24.627+02:00,,,,https://py-rates.org/xAPI/verbs/leaved,66fbcc26456b8e03f1ab6eec,,,https://py-rates.org/xAPI/activities/levels/level4,jN7VfTE,
,"[""Level 3""]",,,,,"if condition:
	instructions 
else:
	instructions",,2024-10-01T12:15:22.897+02:00,,,,https://py-rates.org/xAPI/verbs/pasted,66fbcf33456b8e03f1ab714e,,PT721S,https://py-rates.org/xAPI/activities/properties/copied-text,WNmm7gz,
,"[""Level 4""]",,Ligne 6 : Cette structure nécessite un corps. Vérifier le décalage des lignes (indentation).,,,"avancer()
lire_chaine()
ma_var = lire_chaine()
for _ in range(5):
    ma_var = lire_chaine()
    if ma_var == ""gau"" :
	gauche()
	avancer()
    else:
	droite()
	avancer()
	avancer()",,2024-10-01T12:15:22.109+02:00,PT0.019S,,,https://py-rates.org/xAPI/verbs/launched,66fbcf124c323c03dfa7affb,,PT1190S,https://py-rates.org/xAPI/activities/programs/syntactic-error,FPu7xpq,3
,"[""Level 3""]",,,,,"if condition:
	instructions 
else:
	instructions",,2024-10-01T12:15:19.076+02:00,,,,https://py-rates.org/xAPI/verbs/copied,66fbcf33456b8e03f1ab714b,,PT717S,https://py-rates.org/xAPI/activities/contents/condi-2bran,WNmm7gz,
,"[""Level 3""]",,,,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
message=lire_nombre()
avancer()
sauter_hauteur(3)
avancer()
avancer()
message=lire_nombre()
avancer()",48,2024-10-01T12:15:17.891+02:00,PT11.559S,,,https://py-rates.org/xAPI/verbs/launched,66fbcefc4c323c03dfa7aedf,,PT875S,https://py-rates.org/xAPI/activities/programs/fully-executed,1PxBxAu,3
,"[""Level 4""]",,,,,,,2024-10-01T12:15:16.517+02:00,,,,https://py-rates.org/xAPI/verbs/restarted,66fbcc1e4c323c03dfa7add2,,,https://py-rates.org/xAPI/activities/levels/level4,jN7VfTE,
,"[""Level 5""]",,,,,,,2024-10-01T12:15:16.310+02:00,,,,https://py-rates.org/xAPI/verbs/leaved,66fbcc1e4c323c03dfa7add1,,,https://py-rates.org/xAPI/activities/levels/level5,jN7VfTE,
,"[""Level 3""]",,,,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
ma_var = lire_nombre()
sauter_hauteur(ma_var)

",24,2024-10-01T12:15:12.196+02:00,PT8.149S,,,https://py-rates.org/xAPI/verbs/launched,66fbcda8456b8e03f1ab6fae,,PT1312S,https://py-rates.org/xAPI/activities/programs/fully-executed,RC1k6P6,3
,"[""Level 3""]",,,,,,,2024-10-01T12:15:05.918+02:00,PT14.366S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcf33456b8e03f1ab714d,,PT718S,https://py-rates.org/xAPI/activities/contents/condi-3bran,WNmm7gz,
,"[""Level 5""]",,,,,,,2024-10-01T12:15:05.679+02:00,,,,https://py-rates.org/xAPI/verbs/started,66fbcc14456b8e03f1ab6eeb,,,https://py-rates.org/xAPI/activities/levels/level5,aCq8cYG,
,"[""Level 6""]",,,,,for _ in range(4):,,2024-10-01T12:15:04.277+02:00,,,,https://py-rates.org/xAPI/verbs/pasted,66fbcf1d456b8e03f1ab70fb,,PT29S,https://py-rates.org/xAPI/activities/properties/copied-text,nbfDnDS,
,"[""Level 4""]",,,,,,,2024-10-01T12:15:04.162+02:00,PT1084S,,,https://py-rates.org/xAPI/verbs/completed,66fbcc14456b8e03f1ab6eea,,PT1084S,https://py-rates.org/xAPI/activities/levels/level4,aCq8cYG,
,"[""Level 3""]",,Ligne 5 : Impossible de lire un message à cet emplacement,read-message-location,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
ma_var = lire_nombre()",,2024-10-01T12:15:02.353+02:00,PT5.509S,,,https://py-rates.org/xAPI/verbs/launched,66fbcd824c323c03dfa7ae66,,PT552S,https://py-rates.org/xAPI/activities/programs/game-error,5p4fx4Y,3
,"[""Level 3""]",,"Ligne 9 : Impossible d'avancer vers cet emplacement",walk-location,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
message=lire_nombre()
avancer()
sauter_hauteur(5)
avancer()
avancer()
message=lire_nombre()
avancer()",,2024-10-01T12:15:02.141+02:00,PT9.215S,,,https://py-rates.org/xAPI/verbs/launched,66fbcefc4c323c03dfa7aede,,PT857S,https://py-rates.org/xAPI/activities/programs/game-error,1PxBxAu,3
,"[""Level 4""]",,Ligne 4 : Cette structure nécessite un corps. Vérifier le décalage des lignes (indentation).,,,"avancer()
lire_chaine()
ma_var = lire_chaine()
for _ in range(5):
ma_var = lire_chaine()
if ma_var == ""gau"" :
	gauche()
	avancer()
else:
	droite()
	avancer()
	avancer()",,2024-10-01T12:15:01.089+02:00,PT0.018S,,,https://py-rates.org/xAPI/verbs/launched,66fbcf124c323c03dfa7affa,,PT1170S,https://py-rates.org/xAPI/activities/programs/syntactic-error,FPu7xpq,3
,"[""Level 4""]",,,,,,,2024-10-01T12:14:58.740+02:00,,,,https://py-rates.org/xAPI/verbs/resumed,66fbcc0c4c323c03dfa7add0,,,https://py-rates.org/xAPI/activities/levels/level4,Tb7cjXu,
,"[""Level 2""]",,,,,,,2024-10-01T12:14:58.624+02:00,,,,https://py-rates.org/xAPI/verbs/leaved,66fbcc0c4c323c03dfa7adcf,,,https://py-rates.org/xAPI/activities/levels/level2,Tb7cjXu,
,"[""Level 3""]",,"Ligne 8 : Impossible d'avancer vers cet emplacement",walk-location,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
for _ in range(3):
	avancer()
sauter_hauteur(5)
for _ in range(3):
	avancer()
sauter_hauteur(5)
for _ in range(3):
	avancer()
sauter_hauteur(2)
for _ in range(3):
	avancer()
	",,2024-10-01T12:14:58.418+02:00,PT8.996S,,,https://py-rates.org/xAPI/verbs/launched,66fbcf0d456b8e03f1ab70b3,,PT914S,https://py-rates.org/xAPI/activities/programs/game-error,ec7hfL8,3
,"[""Level 3""]",,,,,ma_var = lire_nombre(),,2024-10-01T12:14:57.137+02:00,,,,https://py-rates.org/xAPI/verbs/pasted,66fbcd824c323c03dfa7ae65,,PT541S,https://py-rates.org/xAPI/activities/properties/copied-text,5p4fx4Y,
,"[""Level 2""]",,,,,,,2024-10-01T12:14:56.597+02:00,,,,https://py-rates.org/xAPI/verbs/restarted,66fbcc0a456b8e03f1ab6eb7,,,https://py-rates.org/xAPI/activities/levels/level2,Tb7cjXu,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:56.473+02:00,,,,https://py-rates.org/xAPI/verbs/leaved,66fbcc0a456b8e03f1ab6eb6,,,https://py-rates.org/xAPI/activities/levels/level3,Tb7cjXu,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:54.663+02:00,PT72.596S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcefd4c323c03dfa7af0a,,PT495S,https://py-rates.org/xAPI/activities/contents/var-usage,ZL2TGp4,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:53.906+02:00,,,,https://py-rates.org/xAPI/verbs/restarted,66fbcc074c323c03dfa7adce,,,https://py-rates.org/xAPI/activities/levels/level3,Tb7cjXu,
,"[""Level 4""]",,,,,,,2024-10-01T12:14:53.772+02:00,,,,https://py-rates.org/xAPI/verbs/leaved,66fbcc074c323c03dfa7adcd,,,https://py-rates.org/xAPI/activities/levels/level4,Tb7cjXu,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:53.000+02:00,PT10.384S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcf33456b8e03f1ab714a,,PT702S,https://py-rates.org/xAPI/activities/contents/condi-1bran,WNmm7gz,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:53.000+02:00,PT27.283S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcf33456b8e03f1ab714c,,PT718S,https://py-rates.org/xAPI/activities/contents/condi-2bran,WNmm7gz,
,"[""Level 3""]",,,,,ma_var = lire_nombre(),,2024-10-01T12:14:52.845+02:00,,,,https://py-rates.org/xAPI/verbs/copied,66fbcd824c323c03dfa7ae61,,PT537S,https://py-rates.org/xAPI/activities/contents/var-modification,5p4fx4Y,
,"[""Level 4""]",,Ligne 5 : La fonction avancer ne prend pas de paramètre.,function_parameters,,"for _ in range(5):
	avancer()
	lire_chaine()
	message = lire_chaine()
	avancer(message)",,2024-10-01T12:14:52.476+02:00,PT1.384S,,,https://py-rates.org/xAPI/verbs/launched,66fbcceb456b8e03f1ab6efa,,PT163S,https://py-rates.org/xAPI/activities/programs/game-error,KithBLH,3
,"[""Level 4""]",,,,,,,2024-10-01T12:14:52.055+02:00,,,,https://py-rates.org/xAPI/verbs/started,66fbcc06456b8e03f1ab6eb5,,,https://py-rates.org/xAPI/activities/levels/level4,Tb7cjXu,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:49.876+02:00,PT3.9S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcd824c323c03dfa7ae62,,PT538S,https://py-rates.org/xAPI/activities/contents/var-creation,5p4fx4Y,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:49.676+02:00,PT4.1S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcd824c323c03dfa7ae63,,PT538S,https://py-rates.org/xAPI/activities/contents/var-modification,5p4fx4Y,
,"[""Level 3""]",,"Ligne 9 : Impossible d'avancer vers cet emplacement",walk-location,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
message=lire_nombre()
avancer()
sauter_hauteur(1)
avancer()
avancer()
message=lire_nombre()
avancer()",,2024-10-01T12:14:49.377+02:00,PT8.243S,,,https://py-rates.org/xAPI/verbs/launched,66fbcefc4c323c03dfa7aedd,,PT844S,https://py-rates.org/xAPI/activities/programs/game-error,1PxBxAu,3
,"[""Level 3""]",,,,,,,2024-10-01T12:14:47.778+02:00,PT1505S,,,https://py-rates.org/xAPI/verbs/completed,66fbcc044c323c03dfa7adcc,,PT1505S,https://py-rates.org/xAPI/activities/levels/level3,Tb7cjXu,
,"[""Level 4""]",,,,,"message = ""gau""
avancer()
for _ in range(5):
	message = lire_chaine()
	if message == ""gau"":
		gauche()
		avancer()
		avancer()
	else :
		droite()
		avancer()
		avancer()
ouvrir()",,2024-10-01T12:14:47.641+02:00,PT15.08S,,,https://py-rates.org/xAPI/verbs/launched,66fbcc14456b8e03f1ab6ee9,,PT1083S,https://py-rates.org/xAPI/activities/programs/level-completed,aCq8cYG,3
,"[""Level 3""]",,,,,,,2024-10-01T12:14:46.317+02:00,PT5.033S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcf33456b8e03f1ab7148,,PT690S,https://py-rates.org/xAPI/activities/contents/var-creation,WNmm7gz,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:45.951+02:00,PT5.4S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcf33456b8e03f1ab7149,,PT690S,https://py-rates.org/xAPI/activities/contents/var-modification,WNmm7gz,
,"[""Level 5""]",,,,,,,2024-10-01T12:14:45.112+02:00,,,,https://py-rates.org/xAPI/verbs/resumed,66fbcbff456b8e03f1ab6eb4,,,https://py-rates.org/xAPI/activities/levels/level5,jN7VfTE,
,"[""Level 3""]",,,,,"ma_var = 8
sauter_hauteur(ma_var)",,2024-10-01T12:14:45.043+02:00,,,,https://py-rates.org/xAPI/verbs/pasted,66fbcda8456b8e03f1ab6fad,,PT1277S,https://py-rates.org/xAPI/activities/properties/copied-text,RC1k6P6,
,"[""Level 4""]",,,,,,,2024-10-01T12:14:44.944+02:00,,,,https://py-rates.org/xAPI/verbs/leaved,66fbcbff456b8e03f1ab6eb3,,,https://py-rates.org/xAPI/activities/levels/level4,jN7VfTE,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:44.793+02:00,PT3.15S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcd824c323c03dfa7ae60,,PT532S,https://py-rates.org/xAPI/activities/contents/var-modification,5p4fx4Y,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:44.793+02:00,PT8.983S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcd824c323c03dfa7ae64,,PT538S,https://py-rates.org/xAPI/activities/contents/var-usage,5p4fx4Y,
,"[""Level 4""]",,Ligne 4 : Impossible de lire un message à cet emplacement,read-message-location,,"for _ in range(5):
	avancer()
	avancer()
	lire_chaine()
	message = lire_chaine()
	avancer(message)",,2024-10-01T12:14:43.308+02:00,PT1.484S,,,https://py-rates.org/xAPI/verbs/launched,66fbcceb456b8e03f1ab6ef9,,PT154S,https://py-rates.org/xAPI/activities/programs/game-error,KithBLH,3
,"[""Level 4""]",,,,,,,2024-10-01T12:14:42.328+02:00,,,,https://py-rates.org/xAPI/verbs/restarted,66fbcbfc4c323c03dfa7adc1,,,https://py-rates.org/xAPI/activities/levels/level4,jN7VfTE,
,"[""Level 5""]",,,,,,,2024-10-01T12:14:42.099+02:00,,,,https://py-rates.org/xAPI/verbs/leaved,66fbcbfc4c323c03dfa7adc0,,,https://py-rates.org/xAPI/activities/levels/level5,jN7VfTE,
,"[""Level 3""]",,,,,"ma_var = 8
sauter_hauteur(ma_var)",,2024-10-01T12:14:40.483+02:00,,,,https://py-rates.org/xAPI/verbs/copied,66fbcda8456b8e03f1ab6fa9,,PT1272S,https://py-rates.org/xAPI/activities/contents/var-usage,RC1k6P6,
,"[""Level 3""]",,,,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
for _ in range(2):
	avancer()
message = lire_nombre()
avancer()
sauter_hauteur(message)",32,2024-10-01T12:14:38.168+02:00,PT8.348S,,,https://py-rates.org/xAPI/verbs/launched,66fbccfc456b8e03f1ab6f67,,PT1369S,https://py-rates.org/xAPI/activities/programs/fully-executed,yWr94BN,3
,"[""Level 4""]",,,,,"for _ in range(4):
	sauter()
	coup()",,2024-10-01T12:14:37.842+02:00,,,,https://py-rates.org/xAPI/verbs/pasted,66fbcf124c323c03dfa7aff9,,PT1147S,https://py-rates.org/xAPI/activities/properties/copied-text,FPu7xpq,
,"[""Level 6""]",,,,,,,2024-10-01T12:14:34.930+02:00,,,,https://py-rates.org/xAPI/verbs/started,66fbcbf5456b8e03f1ab6eb2,,,https://py-rates.org/xAPI/activities/levels/level6,nbfDnDS,
,"[""Level 3""]",,"Ligne 9 : Impossible d'avancer vers cet emplacement",walk-location,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
avancer()
message=lire_nombre()
avancer()
sauter_hauteur(3)
avancer()
avancer()
message=lire_nombre()
avancer()",,2024-10-01T12:14:34.626+02:00,PT8.893S,,,https://py-rates.org/xAPI/verbs/launched,66fbcefc4c323c03dfa7aedc,,PT830S,https://py-rates.org/xAPI/activities/programs/game-error,1PxBxAu,3
,"[""Level 3""]",,,,,,,2024-10-01T12:14:33.939+02:00,,,,https://py-rates.org/xAPI/verbs/received,66fbcd824c323c03dfa7ae5f,,PT519S,https://py-rates.org/xAPI/activities/helps/teacher,5p4fx4Y,
,"[""Level 5""]",,,,,,,2024-10-01T12:14:33.239+02:00,PT610S,,,https://py-rates.org/xAPI/verbs/completed,66fbcbf5456b8e03f1ab6eb1,,PT610S,https://py-rates.org/xAPI/activities/levels/level5,nbfDnDS,
,"[""Level 4""]",,,,,"for _ in range(4):
	sauter()
	coup()",,2024-10-01T12:14:30.342+02:00,,,,https://py-rates.org/xAPI/verbs/copied,66fbcf124c323c03dfa7aff6,,PT1139S,https://py-rates.org/xAPI/activities/contents/for-simple,FPu7xpq,
,"[""Level 4""]",,,,,,,2024-10-01T12:14:29.857+02:00,,,,https://py-rates.org/xAPI/verbs/received,66fbcef9456b8e03f1ab7006,,PT582S,https://py-rates.org/xAPI/activities/helps/teacher,CQVmn1P,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:29.401+02:00,PT5.75S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcf33456b8e03f1ab7145,,PT674S,https://py-rates.org/xAPI/activities/contents/condi-1bran,WNmm7gz,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:29.038+02:00,PT12.566S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcda8456b8e03f1ab6fac,,PT1273S,https://py-rates.org/xAPI/activities/contents/var-type,RC1k6P6,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:28.602+02:00,PT10.833S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcf33456b8e03f1ab7147,,PT678S,https://py-rates.org/xAPI/activities/contents/condi-3bran,WNmm7gz,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:27.581+02:00,PT60.23S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcefd4c323c03dfa7af07,,PT456S,https://py-rates.org/xAPI/activities/contents/var-creation,ZL2TGp4,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:27.581+02:00,PT72.763S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcefd4c323c03dfa7af08,,PT469S,https://py-rates.org/xAPI/activities/contents/var-modification,ZL2TGp4,
,"[""Level 4""]",,,,,,,2024-10-01T12:14:27.281+02:00,PT4.7S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcf124c323c03dfa7aff7,,PT1141S,https://py-rates.org/xAPI/activities/contents/for-simple,FPu7xpq,
,"[""Level 4""]",,,,,,,2024-10-01T12:14:27.281+02:00,PT4.7S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcf124c323c03dfa7aff8,,PT1141S,https://py-rates.org/xAPI/activities/contents/for-counter-0,FPu7xpq,
,"[""Level 3""]",,,,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
avancer()
for _ in range(4):
	avancer()
	message = lire_nombre()
	avancer()
	sauter_hauteur(message)
	avancer()
ouvrir()",,2024-10-01T12:14:23.007+02:00,PT23.271S,,,https://py-rates.org/xAPI/verbs/launched,66fbcc044c323c03dfa7adcb,,PT1504S,https://py-rates.org/xAPI/activities/programs/level-completed,Tb7cjXu,3
,"[""Level 3""]",,Ligne 6 : Impossible de lire un message à cet emplacement,read-message-location,,"sauter_hauteur(4)
avancer()
sauter_hauteur(3)
for _ in range(3):
	avancer()
message = lire_nombre()
avancer()
sauter_hauteur(message)",,2024-10-01T12:14:21.959+02:00,PT6.891S,,,https://py-rates.org/xAPI/verbs/launched,66fbccfc456b8e03f1ab6f66,,PT1352S,https://py-rates.org/xAPI/activities/programs/game-error,yWr94BN,3
,"[""Level 3""]",,,,,,,2024-10-01T12:14:21.152+02:00,PT7.583S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcf33456b8e03f1ab7144,,PT668S,https://py-rates.org/xAPI/activities/contents/condi-1bran,WNmm7gz,
,"[""Level 3""]",,,,,,,2024-10-01T12:14:21.152+02:00,PT15.616S,,,https://py-rates.org/xAPI/verbs/consulted,66fbcf33456b8e03f1ab7146,,PT675S,https://py-rates.org/xAPI/activities/contents/condi-2bran,WNmm7gz,
